MoleculeIdx,SMILES
868,Oc1ccc(\C=C(/C#N)\C(=O)NCc2ccccc2)cc1O
869,O=C1Nc2ccccc2/C/1=C/c3c[nH]c4ccccc34
870,COc1ccc2[nH]cc(\C=C\3/C(=O)Nc4ccccc34)c2c1
871,Oc1ccc(cc1)c2ccc3\C(=C\c4ccc[nH]4)\C(=O)Nc3c2
872,Cc1cc(C)c(\C=C\2/C(=O)Nc3ccccc23)[nH]1
873,Cc1[nH]c(\C=C\2/C(=O)Nc3ccccc23)c(C)c1CCC(=O)O
874,CC(C)OC1=NNC(=O)/C/1=C/c2c[nH]c3ccccc23
875,O=C1Nc2ccccc2/C/1=C\c3ccc[nH]3
876,O=C1Nc2ccccc2/C/1=C/c3ccc[nH]3
877,COc1ccc2NC(=O)\C(=C/c3c[nH]cn3)\c2c1
878,FC(F)(F)c1ccc(Cl)c(NC(=O)CCC(=O)N\N=C/c2c[nH]c3ccccc23)c1
879,COc1cccc(c1)[C@@H](C)NC(=O)N2CCC(=CC2)c3c[nH]c4ncccc34
880,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2OC)c3ccncc3F
881,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncn3
882,Fc1cccc(CNc2ncnc3[nH]cnc23)c1
883,N(c1ccccc1)c2ncnc3ccccc23
884,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc12
885,CC[C@@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1
886,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc12
887,CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1
888,OC(=O)c1ccc(cc1O)N2C(=O)c3ccccc3C2=O
889,COc1ccc(CCN(C)C(=O)CCc2ccc(Cl)c(Cl)c2)cc1OC
890,OC(=O)C1CN(Cc2ccc(OCc3ccc(Cl)cc3Cl)cc2)C1
891,Cc1cc(OCc2ccc(Cl)c(Cl)c2)ccc1CN3CC(C3)C(=O)O
892,Fc1ccc(cc1)c2cnn3C(=O)C=C(Nc23)c4cccc(F)c4
893,Fc1ccc(cc1)C2=CC(=O)n3ncc(c4ccc(F)cc4)c3N2
894,Nc1ccc(cc1)C2=CC=CN3C(=O)NN=C23
895,O=C1NN=C2N1C=CC=C2c3ccccc3
896,CCCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(NC(=O)CC)c3c2
897,CCCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(NC(=O)C)c3c2
898,CS(=O)(=O)Nc1ccc(Nc2ccc3[nH]nc(N)c3c2)cc1
899,Cc1cc(c2ccccc2)n(n1)c3cc(N\N=C\c4occc4)ncn3
900,Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4cccs4
901,Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4ccccc4
902,NC(=O)c1ccc(cc1N2CCCCC2)c3ccnc(N)n3
903,FC(F)(F)c1cccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)c1
904,CN(C)c1cccc2c(cccc12)S(=O)(=O)N(CCN)c3cncc(c3)c4ccc5cnccc5c4
905,CN1C(=O)N(c2ccc(cc2)C(C)(C)C#N)c3c1cnc4ccc(cc34)c5cnc6ccccc6c5
906,CC(=O)c1cccc(c1)c2cnc3ccccc3c2
907,OCCCOc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N
908,OCCOc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N
909,OCCCc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N
910,Clc1cc2NC(=O)Nc3cnc(C#N)c(OCCCCOc2cc1NCc4cncs4)n3
911,CS(=O)(=O)Nc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N
912,OCC(O)COc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N
913,Cc1cc(OC[C@@H]2CC[C@@H](C2)C(=O)O)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl
914,Cc1cc(OC2CCCC2)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl
915,OC1COc2ccc(Cl)cc2NC(=O)Nc3cnc(C#N)c(OCC1O)n3
916,COc1cc(CN2CCCCC2)c(Cl)cc1NC(=O)Nc3cnc(cn3)C#N
917,Cc1ccnc(Nc2cc(C)nc(n2)c3ccccc3)c1
918,CCN1CCN(CC1)c2ccc(Nc3ncc(C)c(Nc4ccc5[nH]ncc5c4)n3)cc2
919,CCN1CCN(CC1)c2ccc(Nc3ncc(c(Nc4ccc5[nH]ncc5c4)n3)C(F)(F)F)cc2
920,Oc1[nH]c2ccc(cc2c1c3ccc(CN4CCOCC4)cn3)C#N
921,Cc1cc(O)nc2[nH]nc(c3cccc(c3)c4cccc(c4)C#N)c12
922,CCN1C(=N)N(CC(=O)c2ccc(Cl)cc2)c3cccc(CC)c13
923,CCN1C(=N)N(CC(=O)c2ccc(Br)cc2)c3cccc(CC)c13
924,O=C1NCCc2[nH]c(cc12)c3ccncc3
925,Clc1csc2ncnc(Nc3ccccc3)c12
926,Cc1ccccc1c2c(C(=O)O)n(CCCOc3cccc4ccccc34)c5ccccc25
927,Cc1cc(C)c(C)c(OCCCc2c([nH]c3c(cccc23)c4ccccc4C)C(=O)O)c1
928,Cc1nn(C)c(C)c1c2cccc3c(CCCOc4cccc5ccccc45)c([nH]c23)C(=O)O
929,CC(=C(C)c1cccc2c(CCCOc3cccc(Cl)c3Cl)c([nH]c12)C(=O)O)C
930,Cc1cccc(Cl)c1c2cccc3c(CCCOc4cccc5ccccc45)c([nH]c23)C(=O)NCCOCCOCCN
931,Cc1cc(ccc1c2cccc3c(CCCOc4cccc5ccccc45)c([nH]c23)C(=O)O)C(=O)NCCOCCOCCN
932,Cc1ccccc1c2cccc3c2c(Nc4ccccc4)c(C(=O)O)n3CCCOc5cccc6ccccc56
933,Cc1ccc(Nc2c(C(=O)O)n(CCCOc3cccc4ccccc34)c5cccc(c6ccccc6C)c25)cc1
934,CC(CCC(=O)O)(c1ccc(O)c(N)c1)c2ccc(O)c(N)c2
935,Nc1ccc(c2cccc(O)c12)S(=O)(=O)O
936,CC(C)(c1cc(Br)c(O)c(I)c1)c2cc(Br)c(O)c(I)c2
937,Cn1cc(c2ccncn2)c(n1)c3ccc(F)cc3
938,Oc1cc(O)c(cc1Cl)N2C(=O)Nc3ccc(Br)cc23
939,CCc1c([nH]c2nccnc12)c3ccc(cc3)C(C)(C)O
940,Oc1ccc2nc([nH]c2c1)c3ccc(Sc4ccc(cc4)c5nc6ccc(O)cc6[nH]5)cc3
941,Fc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
942,CCOc1nc(cc(N)c1C#N)C(=O)NCc2ccccc2S(=O)(=O)N
943,CCOc1nc(cc(N)c1C#N)C(=O)NCc2ccncc2
944,CCOc1nc(cc(N)c1C#N)C(=O)NCc2ccc(cc2)S(=O)(=O)N
945,CC(=O)Nc1cc(N)c(C#N)c(n1)c2ccccc2
946,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N
947,CC(=O)Nc1cc(N)c(C#N)c(n1)c2ccc3ccccc3c2
948,CCOc1nc(cc(N)c1C#N)C(=O)NCc2ccc(cc2)S(=O)(=O)C
949,CC(=O)Nc1cc(N)c(C#N)c(n1)c2ccsc2
950,CCOc1nc(NC(=O)Cc2cc(OC)c(cc2OC)S(=O)(=O)C)cc(N)c1C#N
951,CCOc1nc(NC(=O)C)cc(N)c1C#N
952,CCCOc1nc(NC(=O)C)cc(N)c1C#N
953,COc1cc(c(OC)cc1CC(=O)Nc2cc(N)c(C#N)c(OC(C)C)n2)S(=O)(=O)C
954,CCOc1nc(NC(=O)Cc2cc(OC)c(cc2OC)S(=O)(=O)C)cc(N)c1Cl
955,CCOc1nc(NC(=O)C(C)C)cc(N)c1C#N
956,CC(C)COc1nc(NC(=O)C)cc(N)c1C#N
957,Nc1nnc2cccc(c3ccc(C=C)cc3)n12
958,Nc1nnc2cccc(Cl)n12
959,Cc1ccc(F)c(c1)c2ccc3nnc(N)n3c2
960,COC(=O)c1c(N)nc2ccccn12
961,Cc1cc2nnc(SCc3cn4ccccc4n3)n2c5ccccc15
962,COc1cc(\C=C/2\SC(=S)NC2=O)ccc1O
963,COc1cc(\C=C(/C#N)\c2n[nH]c(N)c2C#N)ccc1O
964,CCOc1ccc(\C=C/2\SC(=N)NC2=O)c(O)c1
965,COc1ccc(\C=C/2\S\C(=N\c3ccccc3)\NC2=O)cc1O
966,COc1cc(\C=C\2/S\C(=N/c3ccccc3)\NC2=O)ccc1O
967,COc1cc(\C=C\2/SC(=O)NC2=O)ccc1O
968,COc1ccc(\C=C/2\S\C(=N\c3ccccc3)\NC2=O)cc1OC
969,c1cc2cc(cnc2[nH]1)c3ccc4cn[nH]c4c3
970,COc1cc(Nc2ncnc(n2)N3CCCc4cc(C)ccc34)cc(OC)c1OC
971,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1
972,COc1cc(Nc2nccc(Nc3onc(c3)C4CCCCC4)n2)cc(OC)c1OC
973,COc1cc(Nc2ncnc(Nc3cc[nH]n3)n2)cc(OC)c1OC
974,CN(C)CCCN(C)C(=O)C1Cc2[nH]cnc2C3(CCCCC3)N1
975,CN(CCCNC(=O)Nc1cc(cc(c1)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)CCCNC(=O)Nc2cc(cc(c2)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C
976,Nc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3
977,Nc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4ccc(F)c(c4)C(F)(F)F)cc3
978,Cc1nn(c2ccccc2)c3N(O)c4ccc(Cl)cc4C(=O)c13
979,CC1(C)CC(=O)c2c(C1)occ2C(=O)Nc3ccc(N)cc3
980,O=C(NC1CCc2c1cccc2N3CCCC3)Nc4cccc5[nH]ncc45
981,Clc1ccc(OCC2CN(Cc3c[nH]c4ncccc34)CCO2)cc1
982,Cc1ccc(s1)C2=C(C#N)C(=O)NC(=C2)c3cc(Br)ccc3O
983,CC1=CC(=O)N2NC=C(C(=O)NCc3ccccc3)C2=N1
984,Clc1cc2nnc(c3ccccc3)n2cn1
985,CC(=O)c1cccc(c1)c2ccc3nccn3n2
986,COc1ccc(cc1OC)c2cc3nccn3c(Nc4ncccc4C(=O)N)n2
987,Fc1ccc(cn1)c2ccc3nccn3n2
988,COc1ccc(cc1OC)c2cc3nccn3c(Nc4ccccc4C(=O)N)n2
989,COc1ccc(\C=C/2\C(=O)ON=C2c3ccc(Br)cc3)cc1
990,CCOC(=O)C(C(=O)N)C(=S)Nc1ccc(C)cc1
991,O=C1NC(=S)N(C1=O)c2ccccc2
992,Cn1cc(C(CN)c2cncc(\C=C\c3ccncc3)c2)c4ccccc14
993,Cn1cc(C=C2C(=O)Nc3cccnc23)c4ccccc14
994,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26
995,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O
996,CC1CSC2=C(C(=O)O)C(=O)c3cc(F)c(N4CC[C@@H](N)C4)c(F)c3N12
997,CC1CSC2=C(C(=O)O)C(=O)c3cc(F)c(cc3N12)N4CC[C@@H](N)C4
998,CC1CSC2=C(C(=O)O)C(=O)c3cc(F)c(N4CC[C@H](N)C4)c(F)c3N12
999,Nc1nc2c(Cc3ccccc23)s1
1000,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl
1001,C[C@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl
1002,CC(Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl
1003,O=C1NCc2c1cccc2c3ccc(Nc4nc5ccccc5[nH]4)cc3
1004,CN(C)c1ccc(N)c2ccccc12
1005,NS(=O)(=O)c1cccc(Nc2ncc3ccn(c4ccccc4)c3n2)c1
1006,NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1
1007,OCCCn1cnc(c2ccc(F)cc2)c1c3ccncc3
1008,Nc1nccc(n1)c2c(ncn2C3CCNCC3)c4ccc(F)cc4
1009,OCCCn1cnc(c2ccccc2)c1c3ccncc3
1010,COc1nccc(n1)c2c(ncn2[C@@H]3CC[C@@H](O)CC3)c4ccc(F)cc4
1011,COc1nccc(n1)c2c(ncn2C3CCNCC3)c4ccc(F)cc4
1012,COc1nc(N)c(C#N)c(c2ccc(Cl)cc2Cl)c1C#N
1013,NC(=O)N(c1ccc(C(=O)N)c(n1)c2ccc(F)cc2F)c3c(F)cccc3F
1014,O=C1NCCc2[nH]c(cc12)c3ccnc(\C=C\c4ccccc4)c3
1015,O=C1NCCc2[nH]c(cc12)c3ccnc(c3)c4cnc5ccccc5c4
1016,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34
1017,Clc1cc(ccn1)c2cc3C(=O)NCCc3[nH]2
1018,Clc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1Cl
1019,Oc1cccc2c(ccc(NCc3ccc4OCOc4c3)c12)S(=O)(=O)O
1020,COc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)c(OC)c1
1021,CC(C)(C)OC(=O)n1ncc2cc(NC3=C(NCc4ccc(Cl)cc4Cl)C(=O)C3=O)ccc12
1022,CC(C)(C)OC(=O)n1ncc2cc(NC3=C(NCc4ccc(cc4)S(=O)(=O)N)C(=O)C3=O)ccc12
1023,O=C1C(=C(Nc2ccncc2)C1=O)NCCc3ccc(Oc4ccccc4)cc3
1024,CN(C)C(=O)Nc1ccc2nc(c3occc3)c(nc2c1)c4occc4
1025,CCN(CC)C(=O)Nc1ccc2nc(c3occc3)c(nc2c1)c4occc4
1026,CC(C)N(C(C)C)C(=O)Nc1ccc2nc(c3occc3)c(nc2c1)c4occc4
1027,C(Nc1nc(Nc2cc([nH]n2)C3CC3)c4sccc4n1)c5ccccc5
1028,N#CC[C@@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34
1029,CC(=O)c1ccccc1c2ncnc3[nH]ccc23
1030,Cc1cc(ccc1F)c2ncnc3[nH]ccc23
1031,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34
1032,CN1CC[C@H]([C@@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl
1033,COc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2
1034,COc1ccc(cc1O)C2=CC(=O)c3c(O)c(OC)c(OC)cc3O2
1035,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1
1036,Nc1ncnc2sccc12
1037,Nc1cc2nc(cn2cn1)c3ccccc3
1038,Nc1ncnc2c1sc3ncnc(N)c23
1039,Nc1nnc(c(N)n1)c2ccccc2
1040,COc1ccc(cc1)c2cc(nc3ncnc(NC(=O)COCC(=O)O)c23)c4ccccc4
1041,CSc1ccc2nc3C(=O)NCCc3c(Cl)c2c1
1042,Cc1c(Cl)c(nc2NC=C(C(=O)O)C(=O)c12)N3CCC(CN)C3
1043,Cc1nsc2NC=C(C(=O)O)C(=O)c12
1044,CC(=O)NC1CCN(C1)c2nc3NC=C(C(=O)O)C(=O)c3c(C)c2F
1045,Cc1c(F)c(nc2NC=C(C(=O)O)C(=O)c12)N3CC[C@@H](N)C3
1046,CC(=O)N[C@@H]1CCN(C1)c2nc3NC=C(C(=O)O)C(=O)c3c(C)c2F
1047,CNC1CCN(C1)c2nc3NC=C(C(=O)O)C(=O)c3c(C)c2Br
1048,[O-][N+](=O)c1cccc(c1)C(=O)N\N=C\c2oc(Sc3nc4ccccc4[nH]3)cc2
1049,CC(C)(O)c1cn(nn1)c2ccc3[nH]ncc3c2
1050,C(c1cn(nn1)c2ccc3[nH]ncc3c2)n4nnc5ccccc45
1051,NC1=CC(=O)NN1c2ccccn2
1052,CC1=NN(C(=O)/C/1=C\c2c(C)c(C#N)c3nc4ccccc4n3c2O)c5ccc(Cl)c(Cl)c5
1053,CC1=NN(C(=O)/C/1=C/c2c(C)c(C#N)c3nc4ccccc4n3c2O)c5ccc(cc5)C(=O)O
1054,Cc1c(C=O)c(O)n2c3ccccc3nc2c1C#N
1055,CC1=NN(C(=O)/C/1=C/c2c(C)c(C#N)c3nc4ccccc4n3c2O)c5ccccc5
1056,CC1=NN(C(=O)/C/1=C/c2c(C)c(C#N)c3nc4ccccc4n3c2O)c5cccc(Br)c5
1057,CCNNc1cc(C)c(C#N)c2nc3ccccc3n12
1058,CC1=NN(C(=O)/C/1=C/c2c(C)cc3nc4ccccc4n3c2O)c5ccc(cc5)C(=O)O
1059,O=C1SN(C(=O)N1Cc2ccccc2)c3ccc4OCOc4c3
1060,Clc1cccc2C(=O)NC=Nc12
1061,Brc1ccc2N=CNC(=O)c2c1
1062,NC(=O)c1sc2c(Br)ccc(Cl)c2c1N
1063,Clc1ccc(Cl)c2c3N=CNC(=O)c3sc12
1064,CC1=Nc2c(sc3c(Br)ccc(Cl)c23)C(=O)O1
1065,Cc1nn(C)c2sc3C(=O)NC=Nc3c12
1066,FC(F)(F)c1sc2C(=O)NC=Nc2c1c3ccccc3
1067,CCN(CC)CCOc1ccc(Nc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl)cc1
1068,Brc1ccc(\C=C\C(=O)Nc2cccc3cnccc23)cc1
1069,Cc1cc(C)c2oc(Nc3ccc(cc3F)c4cccc(C(=O)N)c4N)nc2c1
1070,COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4nn([C@@H]5CC[C@H](CC5)N6CCN(CC6)C(=O)C)c7ncnc(N)c47
1071,Cc1ccc(C)c(NC(=O)c2cc(nc3ccccc23)c4occc4)c1
1072,CCOC(=O)C1=C2S\C(=C\c3occc3)\C(=O)N2C(=C(C#N)C1c4occc4)N
1073,NC(=O)C1=C2S\C(=C/c3occc3)\C(=O)N2C(=C(C#N)C1c4occc4)N
1074,CCOC(=O)C1=C(N)N2C(=O)\C(=C\c3cccs3)\SC2=C(C1c4cccs4)C(=O)N
1075,CCOC(=O)C1=C2S\C(=C/c3cccs3)\C(=O)N2C(=C(C#N)C1c4cccs4)N
1076,IC1=CNC(=O)n2cc(nc12)c3ccccc3
1077,CCc1c([nH]c2nccnc12)c3ccc(cc3)C(=O)C
1078,Cc1ccc(cc1)c2cc3nc(Br)cnc3[nH]2
1079,Cc1cc(C)cc(NC(=O)NC2=NN(C(=O)C2)c3ccccc3)c1
1080,FC(F)Sc1ccc(NC(=O)Cc2ccc(cc2)c3cccnc3)cc1
1081,O=C1Cc2cc(cnc2N1)c3ccccc3
1082,Nc1nccc2cnc(c3ccccc3)n12
1083,Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)c3ccc(OCCCn4cccc4)c5[nH]nc(N)c35)c1
1084,CC1=CC(=O)NN=C1c2ccc(NC(=O)Nc3cc(ccc3F)C(F)(F)F)c(Cl)c2
1085,Oc1cc(c2c(n[nH]c2n1)c3cccc(c3)C(F)(F)F)C(F)(F)F
1086,Cc1nn(c(O)c1C2OC(=O)c3ccccc23)c4nc5ccccc5[nH]4
1087,Oc1ccc(Cl)cc1C2=NNC(C2)c3ccc4OCCOc4c3
1088,Oc1cccc2sc(NC(=O)Nc3ccccc3c4ccccc4)nc12
1089,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4
1090,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC
1091,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN5CCCC5
1092,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN5CCOCC5
1093,COc1cc2c(ncnc2cc1OCCCN3CCCCC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5
1094,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4
1095,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1
1096,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O
1097,CC1N(CC2=Nc3scc(c4occc4)c3C(=O)N2)CCn5cccc15
1098,Clc1ccc(cc1)C2CC3=C(C(=O)C2)C(=O)c4ccc(Cl)cc4N3
1099,Fc1ccc(cc1)C2CC3=C(C(=O)C2)C(=O)c4ccc(Cl)cc4N3
1100,Clc1ccc(C2CC3=C(C(=O)C2)C(=O)c4cc(Cl)ccc4N3)c(Cl)c1
1101,Clc1ccc2C(=O)C3=C(CC(CC3=O)c4ccccc4)Nc2c1
1102,Clc1ccc(C2CC3=C(C(=O)C2)C(=O)c4ccc(Cl)cc4N3)c(Cl)c1
1103,CNC(=O)c1cc([nH]n1)c2ccccc2
1104,NC(=O)C1=CN(c2ccc(O)cc2Cl)c3cc(ccc3C1=O)c4ccncc4
1105,Cc1cc(O)ccc1N2C=C(C(=O)NN)C(=O)c3ccc(cc23)c4ccncc4
1106,Cc1cc(O)ccc1N2C=C(C(=O)N)C(=O)c3ccc(cc23)c4ccncc4
1107,CCOC(=O)C1=CN(c2ccc(O)cc2C)c3cc(ccc3C1=O)c4ccccc4
1108,CCOC(=O)C1=CN(c2ccc(O)cc2C)c3cc(ccc3C1=O)c4ccncc4
1109,[O-][N+](=O)c1cccc(c1)c2nnc3ccc(nn23)N4CCCCC4
1110,COc1cc(OC)nc(n1)N2Cc3ccccc3CC2C(=O)O
1111,COc1ccc(cc1OC)C2=NNc3cccc4c(OC)ccc2c34
1112,OC(=O)C1CN(Cc2ccc(CCc3cccc(c3)C(F)(F)F)cc2)C1
1113,[O-][N+](=O)c1ccc2[nH]c(nc2c1)c3occc3
1114,Clc1cccc(c1)C2=NCC(=O)Nc3sc4CCCCc4c23
1115,C\C(=N\NC(=N)N)\c1cc(NC(=O)NCCCCCCNC(=O)Nc2cc(cc(c2)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C
1116,N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F
1117,CN1c2ccc(N)cc2C(c3ccccc3)c4cc(N)ccc14
1118,C\C(=N/NC(=O)c1nnn(c2nonc2N)c1c3ccccc3)\c4occc4
1119,Cc1oc(nn1)c2cc3c(Oc4ccc(cc4)C(F)(F)F)cncc3s2
1120,Ic1ccc(Oc2cncc3sc(cc23)C4=NC(=O)ON4)cc1
1121,Nc1oc(nn1)c2cc3c(Oc4ccc(Cl)cc4)cncc3s2
1122,Nc1cc2c(Oc3ccc(Cl)cc3)cncc2s1
1123,Nc1nnc2ccc(cn12)c3ccccc3
1124,N(\N=C\c1c[nH]c2ccccc12)c3nc4ccccc4[nH]3
1125,Cn1ncc2C(=O)CCCc12
1126,O=C(Nc1n[nH]c2nc3ccccc3cc12)c4ccncc4
1127,NC[C@@H](O)[C@@H](O)Cn1cc(I)c2c(N)ncnc12
1128,CN(C)c1ccc(Nc2cc([nH]n2)c3csc(Br)c3)cc1
1129,O=C1C2=C(CSC2)Nc3cc(nn13)c4occc4
1130,Cc1ccc2c(Nc3cc(OCc4ccccc4Br)ccc3Sc5ccc(O)cc5)ncnc2n1
1131,CCCC(=O)Nc1n[nH]c2nc3ccccc3cc12
1132,CCCC(=O)Nc1nn(C(=O)CC)c2nc3ccccc3cc12
1133,CCN1CCN(CCCC(=O)Nc2n[nH]c3nnc(cc23)c4cccc(F)c4F)CC1
1134,CN(C)CCCC(=O)Nc1n[nH]c2nnc(cc12)c3cccc(F)c3F
1135,CCCC(=O)Nc1n[nH]c2nnc(cc12)c3cccc(F)c3F
1136,COc1ccc(OC)c(CNC(=O)c2cc(N)c(C#N)c(OC(C)C)n2)c1
1137,CCOc1nc(cc(N)c1Cl)C(=O)NCc2ccccc2S(=O)(=O)N
1138,O=S(=O)(N1CCCNCC1)c2cccc3cnccc23
1139,Cn1nc(c2C(=O)c3cc(Cl)ccc3N(O)c12)C(F)(F)F
1140,Cc1ccc(cc1)n2nc(C)c3C(=O)c4cc(Cl)ccc4N(O)c23
1141,COc1cccc(c1)n2nc(C)c3C(=O)c4cc(Cl)ccc4N(O)c23
1142,CC1=CC(=O)NC2=C1C(=O)N(N2)c3ccccc3
1143,Cc1ccc(cc1)c2nc3ccc(Br)cc3c(C(=O)O)c2CC(=O)O
1144,Cc1ccc(cc1C)c2nc3ccc(Br)cc3c(C(=O)O)c2CC(=O)O
1145,CC(C)NC1=NNC(=O)/C/1=C\c2cc3ccccc3[nH]2
1146,Cc1n[nH]c2ncc(C#N)c(c3ccccc3)c12
1147,CCOc1ccccc1c2cccc(c2)c3n[nH]c4nc(O)cc(C)c34
1148,Cc1cc(O)nc2[nH]nc(c3cccc(c3)c4ccc(cc4)C#N)c12
1149,Nc1ncc2cccc(c3ccccc3)n12
1150,c1ccc(cc1)c2ncc3ccccn23
1151,CN1CC[C@H]1COc2cncc(CCc3ccncc3)c2
1152,Cc1cc(\N=C\c2ccc(O)c(O)c2)c3ccccc3n1
1153,COc1cccc(OC)c1CNc2nc(NC3CCCCC3)nc4ccc(Cl)cc24
1154,CCOC(=O)c1ccc2[nH]c3C(=O)NCCc3c2c1
1155,CC(C)C[C@@H](CO)NC(=O)\C=C\c1cnc(N)c2ccccc12
1156,Cc1nc(COc2ccccc2Cl)sc1c3ccnc(N)n3
1157,CSc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
1158,NC(=O)c1ccc(cc1)c2nc(c3ccc4OCOc4c3)c([nH]2)c5ccccn5
1159,Nc1ncnc2NCCNC(=O)c12
1160,Clc1cc2C(=O)Nc3ccccc3Nc2nn1
1161,Ic1cc2C(=O)Nc3ccccc3Nc2nn1
1162,COc1ccc(\C=C/2\C(=O)ON=C2c3ccc(Br)cc3)cc1OC
1163,Nc1nc2ncc(cn2n1)c3ccccc3
1164,Cc1csc2nc(N)nn12
1165,Fc1cc(F)cc(CNC2=NC(=CC(=O)N2)c3ccncc3)c1
1166,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N
1167,C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CO
1168,CC1(C)CC(=O)C2=C(C1)Nc3cc(Cl)ccc3S2
1169,CN(C)c1ncnc2[nH]cnc12
1170,CN(C)c1ncnc2[nH]ncc12
1171,Clc1ccc(cc1Cl)c2n[nH]cc2c3ccncn3
1172,Cc1cc(C)c2c(n1)sc3c(N)ncnc23
1173,NC(=O)c1ccc2c(ccn2c3cccc(Cl)c3)c1
1174,Fc1cc(Cn2cc(c3ccc4C(=O)Nc5cc(CCOc6ccc(cc6)N7CCOCC7)ccc5Nc4c3)c8ccncc28)cc(F)c1F
1175,COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)O)c2cc1OC
1176,COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)N)c2cc1OC
1177,NC(=O)c1sc(cc1OCc2ccccc2C(F)(F)F)n3cnc4ccccc34
1178,Nc1c(cnc2c(Br)cnn12)C#N
